-31.415,-0.041,4539632.000,0.376,0.000,-0.004,-1.930
-31.324,-0.170,5.000,0.375,0.000,-0.004,-8.098
-30.865,-0.348,5.000,0.375,0.000,-0.004,-16.518
-30.624,-0.501,5.000,0.376,0.000,-0.004,-23.790
-30.344,-0.604,5.000,0.376,0.000,-0.004,-28.687
-30.208,-0.658,5.000,0.376,0.000,-0.004,-31.269
-29.932,-0.677,5.000,0.376,0.000,-0.004,-32.136
-29.781,-0.673,5.000,0.376,0.000,-0.004,-31.978
-29.427,-0.660,5.000,0.377,0.000,-0.004,-31.346
-29.329,-0.644,5.000,0.376,0.000,-0.004,-30.601
-29.195,-0.630,5.000,0.376,0.000,-0.004,-29.947
-29.037,-0.620,5.000,0.376,0.000,-0.004,-29.462
-28.885,-0.613,5.000,0.376,0.000,-0.004,-29.134
-28.782,-0.609,5.000,0.376,0.000,-0.004,-28.922
-28.639,-0.606,5.000,0.376,0.000,-0.004,-28.783
-28.600,-0.604,5.000,0.376,0.000,-0.004,-28.684
-28.593,-0.602,5.000,0.376,0.000,-0.004,-28.614
-28.415,-0.601,5.000,0.376,0.000,-0.004,-28.559
-28.276,-0.600,5.000,0.376,0.000,-0.004,-28.493
-28.138,-0.598,5.000,0.376,0.000,-0.004,-28.403
-28.019,-0.596,5.000,0.377,0.000,-0.004,-28.291
-27.875,-0.593,5.000,0.376,0.000,-0.004,-28.165
-27.809,-0.590,5.000,0.376,0.000,-0.004,-28.034
-27.707,-0.588,5.000,0.377,0.000,-0.004,-27.911
-27.631,-0.585,5.000,0.377,0.000,-0.004,-27.800
-27.469,-0.583,5.000,0.376,0.000,-0.004,-27.696
-27.423,-0.581,5.000,0.378,0.000,-0.004,-27.593
-27.274,-0.579,5.000,0.377,0.000,-0.004,-27.491
-27.341,-0.577,5.000,0.377,0.000,-0.004,-27.398
-27.152,-0.575,5.000,0.377,0.000,-0.004,-27.320
-26.997,-0.573,5.000,0.377,0.000,-0.004,-27.238
-26.866,-0.571,5.000,0.377,0.000,-0.004,-27.136
-26.763,-0.569,5.000,0.377,0.000,-0.004,-27.018
-26.621,-0.566,5.000,0.378,0.000,-0.004,-26.894
-26.527,-0.564,5.000,0.378,0.000,-0.004,-26.767
-26.244,-0.561,5.000,0.377,0.000,-0.004,-26.632
-25.930,-0.557,5.000,0.377,0.000,-0.004,-26.468
-25.818,-0.553,5.000,0.377,0.000,-0.004,-26.267
-25.634,-0.549,5.000,0.378,0.000,-0.004,-26.056
-25.481,-0.544,5.000,0.378,0.000,-0.004,-25.853
-25.272,-0.540,5.000,0.378,0.000,-0.004,-25.661
-25.150,-0.536,5.000,0.378,0.000,-0.004,-25.478
-24.984,-0.533,5.000,0.380,0.000,-0.004,-25.306
-24.846,-0.529,5.000,0.380,0.000,-0.004,-25.145
-24.714,-0.526,5.000,0.378,0.000,-0.004,-24.994
-24.576,-0.523,5.000,0.380,0.000,-0.004,-24.850
-24.365,-0.520,5.000,0.380,0.000,-0.004,-24.708
-24.272,-0.517,5.000,0.380,0.000,-0.004,-24.560
-24.144,-0.514,5.000,0.380,0.000,-0.004,-24.415
-24.019,-0.511,5.000,0.380,0.000,-0.004,-24.277
-23.935,-0.508,5.000,0.380,0.000,-0.004,-24.148
-23.750,-0.506,5.000,0.380,0.000,-0.004,-24.026
-23.599,-0.503,5.000,0.380,0.000,-0.004,-23.899
-23.480,-0.500,5.000,0.381,0.000,-0.004,-23.764
-23.297,-0.497,5.000,0.380,0.000,-0.004,-23.624
-23.205,-0.494,5.000,0.380,0.000,-0.004,-23.480
-23.100,-0.491,5.000,0.380,0.000,-0.004,-23.341
-22.880,-0.489,5.000,0.378,0.000,-0.004,-23.207
-22.807,-0.486,5.000,0.381,0.000,-0.004,-23.069
-22.673,-0.483,5.000,0.380,0.000,-0.004,-22.933
-22.604,-0.480,5.000,0.381,0.000,-0.004,-22.807
-22.463,-0.478,5.000,0.380,0.000,-0.004,-22.690
-22.337,-0.475,5.000,0.380,0.000,-0.004,-22.577
-22.230,-0.473,5.000,0.400,0.000,-0.004,-22.462
-22.090,-0.470,5.000,0.380,0.000,-0.004,-22.346
-21.978,-0.468,5.000,0.380,0.000,-0.004,-22.227
-21.926,-0.465,5.000,0.380,0.000,-0.004,-22.110
-21.731,-0.463,5.000,0.380,0.000,-0.004,-21.998
-21.568,-0.461,5.000,0.380,0.000,-0.004,-21.879
-21.265,-0.458,5.000,0.364,0.000,-0.004,-21.734
-21.005,-0.454,5.000,0.380,0.000,-0.004,-21.552
-20.717,-0.449,5.000,0.380,0.000,-0.004,-21.328
-20.566,-0.444,5.000,0.380,0.000,-0.004,-21.081
-20.268,-0.439,5.000,0.380,0.000,-0.004,-20.830
-20.118,-0.433,5.000,0.380,0.000,-0.004,-20.583
-19.968,-0.429,5.000,0.388,0.000,-0.004,-20.354
-19.872,-0.424,5.000,0.380,0.000,-0.004,-20.155
-19.754,-0.421,5.000,0.381,0.000,-0.004,-19.990
-19.641,-0.418,5.000,0.380,0.000,-0.004,-19.853
-19.512,-0.415,5.000,0.380,0.000,-0.004,-19.734
-19.386,-0.413,5.000,0.380,0.000,-0.004,-19.621
-19.270,-0.411,5.000,0.376,0.000,-0.004,-19.508
